文章总数: 11 篇
==============================

1. 微信公众号 -  (广西壮族自治区人民政府关于印发《广西壮族自治区国土空间规划(2021—2035年)》的通知(桂政发〔2024〕4号)) 2024-09-10 维稳咨讯指南   维稳咨讯指南

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzA4MDg1ODY1Mg==&mid=2247495943&idx=3&sn=e0014507677e11db14d5f98db6425952

各市、县人民政府,自治区人民政府各组成部门、各直属机构: 

《广西壮族自治区国土空间规划(2021—2035年)》已经国务院批复同意,现印发给你们,请认真组织实施。 

广西壮族自治区人民政府 

2024年2月2日 

(此文有删减) 

广西壮族自治区国土空间规划 

(2021—2035年) 

目  录 
     开平碉楼融合了传统乡村建筑与西方建筑文化,建筑元素体现了希腊、罗马及伊斯兰等多种异域风格。 

     开平碉楼是中国乡土建筑的一个特殊类型——集防卫、居住和中西建筑艺术于一体的多层塔楼式建筑。 

凭借极具代表性的外观,开平碉楼也是影视题材里的热门取景地。 

《让子弹飞》里的“鹅城”,《一代宗师》里的“金楼”,《东山飘雨西关晴》里的“广州城”,都有它的身影。 

中国大陆南极村位于广东省湛江市徐闻县西南部,被琼州海峡和北部湾所拥环,地形似伸向大海的牛角,面积37平方公里,人口3.2万人。  

古有“极南”、“尽南”之称,拥有壮美的滨海景观、密集的人文史迹、浓郁的渔家风情、奇特的珊瑚建筑。中国大陆最南端端点灯楼角、琼州海峡与北部湾的合水线、中国大陆架最大最美的珊瑚礁群是中国独一无二的旅游资源。 

南极村灯楼角和台湾的鹅銮鼻、海南临高角并称中国南三端。 

菠萝的海这里生产了中国40%以上的菠萝,是中国最大的菠萝生产基地。 

徐闻县是广东省湛江市下辖县,位于中国大陆的最南端,有着生产菠萝的优良外部环境:年均气温23.5℃,雨量充沛,光照充足。 

以火山熔岩台地及火山丘陵为主的缓坡台地地貌,其土壤的有机质结构非常适合菠萝种植。 

走在徐闻的土地上,丘陵山坡上的菠萝园曲线优美,舒缓起伏,田园一年四季色彩斑斓,与散落其间的村庄、巨大的白色风力发电机,共同构成了一幅独具魅力的热带生态农业景观。 

港珠澳大桥是我国境内一座连接香港、广东珠海和澳门的桥隧工程,位于中国广东省珠江口伶仃洋海域内,为珠江三角洲地区环线高速公路南环段。 

港珠澳大桥东起香港国际机场附近的香港口岸人工岛,向西横跨南海伶仃洋水域接珠海和澳门人工岛,止于珠海洪湾立交;桥隧全长55千米,其中主桥29.6千米、香港口岸至珠澳口岸41.6千米;桥面为双向六车道高速公路,设计速度100千米/小时;工程项目总投资额1269亿元。 

港珠澳大桥因其超大的建筑规模、空前的施工难度和顶尖的建造技术而闻名世界。 

黄埔军校旧址有军校正门、校本部、孙中山纪念碑、中山故居、俱乐部、游泳池、东征阵亡烈士墓园、北伐纪念碑、白鹤岗炮台、大坡地炮台等史迹。黄埔军校是第一次国共合作的产物,在中国近代史和现代史上占有重要地位。 

军校旧址成为反映第一次国共合作时期有关历史的重要史迹,有着重要的历史价值。黄埔军校旧址的文物建筑,为研究了解有关军校历史提供了实地研究的场所,具有比较重要的学术研究价值。 

岐江夜游,全长约6公里,以水为魂、桥为眼,以香山历史为铺垫,推出了“一河两岸三个灯光秀四个码头五个市民广场六座大桥九支火树银花十个主题公园”的绝美景观。 

乘船夜赏岐江,看波光流影,享受景随灯动的美好情境。14艘各式游船将载着来自各地的游客在岐江上荡漾,品味百年的历史沉淀,观赏现代都市景观。 

张家口博才教育咨询服务 

张家口神州会议服务中心 

张家口神州国际旅行社有限公司 

-------------------------- 

质量监督: 刘玉玫18631335888 

出境部: 0313-2106777  18603136018 刘小钰 

          0313- 2018166 18603131008  马秀红        

国内部: 0313-2069888  15530306677 刘玉平 

           0313-2221866  13803138601 李薇  

          0313- 2221866  13293363700 董瑛琪 

地接部: 0313-2018166  13803138506   

总社地址:桥东区胜利北路30号平安办公大厦 

         604室(中保南行100米) 

     ------- 专业品质.合作共赢 ------- 

张北门市:0313-585931813373139009小卢 

张北南大街门市(野狐岭贺家庄农家院途窝庄园) 

     13831338249小贺 15532320722小刘 

蔚县门市:0313-7011212  13831316233小李 

赤城咨询:13472388188  马先生     

  地址:赤城县游客服务中心大厅 

万全咨询:17732711717 靳先生 

宣化咨询:13473366911 冯女士 

识别上方二维码,关注最新旅行动态 

文章编号: 8075a980c4c09656cc1dbe348fbe9388
-----------------------------------------------------------------------------

10. 微信公众号 -  (【湿地新闻】长达14年的生态修复规划,湛江要修复些什么?) 2024-09-06 广东省湿地保护协会   广东省湿地保护协会

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzAxMzI2ODE3Mw==&mid=2649477741&idx=3&sn=3d181d5af6be345045a1b7c53a4cba3f

    近日

     湛江市自然资源局官网发布了 

    《湛江市国土空间生态修复规划 

    (2021-2035年)》草案公示 

     (简称《公示》) 

     《公示》主要内容涉及了 

     规划背景、规划范围 

     规划目标、修复任务等 

     一起看看部分详细内容吧! 

     湛江红树林。张由琼 摄 

01 

规划背景 

         湛江海洋资源禀赋优越,拥有红树林、珊瑚礁、海草床三大典型海洋生态系统,但人口增长和社会经济活动对陆海生态系统均造成较大影响,陆海生态系统退化风险并存。 

     2020年 

     广东省赋予湛江“全力建设省域副中心城市 

     加快打造 

     现代化沿海经济带重要发展极”的全新发展定位 

     提出加强红树林保护修复 

     加强饮用水源水体保护 

     加快韧性城市建设 

     深化流域联防联治 

     推进美丽海湾建设等生态保护修复要求 

     徐闻珊瑚礁保护区。陈北跑 摄 

         湛江坚持保护优先、陆海统筹、系统修复的整体思路,全面分析湛江生态系统现状问题,推进山水林田湖海一体化保护修复,研究提出到2035年生态保护修复的总体布局、重点任务和重点工程,进一步打响“红树林之城”特色品牌,以高水平生态赋能高质量发展,为湛江全力建设省域副中心城市、加快打造现代化沿海经济带重要发展极提供有力的生态支撑。 

02 

规划范围 

         湛江市行政辖区,陆域(含有居民海岛)国土空间约1.33万平方公里海域(含无居民海岛)国土空间1.51万平方公里。

规划期限:本次规划期限为2021-2035年。 

     湛江市生态安全格局图。 

03 

规划目标 

至2025年 

           重点生态功能区、生态保护红线和自然保护地等区域生态保护修复成效显现,红树林实现整体保护,万亩级红树林示范区创建成功 

           海洋环境质量有效改善,美丽海湾建设持续推进 

           森林生态系统持续好转,热带季雨林修复取得阶段性进展 

           生态廊道连通性有效提升,重点生物物种得到有效保护 

           人居环境有效改善,城市韧性进一步提升 

至2035年 

           自然生态系统质量和稳定性逐步提升 

           陆海空间和谐发展美丽海湾建设取得显著成效 

           生物多样性保护网络进一步完善 

           城市抵抗自然风险的能力显著加强 

           生态保护修复与城市经济社会发展形成良性循环 

           基本建成宜业宜居宜游的生态型海湾城市 

     湛江市生态修复分区图。 

04 

修复任务 

         任务一:共建红树林之城 

         任务二:护卫蓝色国土 

         任务三:守护广东粮仓 

         任务四:筑牢生态屏障

任务五:维育河流水系 

         任务六:提升城市韧性 

         任务七:构建生物廊道 

     湛江市生态修复单元图。 

05 

重点工程 

         工程一:打造红树林之城重点工程 

         工程二:蓝色国土保护修复重点工程 

         工程三:农业空间保护修复重点工程 

         工程四:生态屏障保护修复重点工程 

         工程五:重要流域保护修复重点工程 

         工程六:城市生态韧性提升重点工程

工程七:全域土地综合整治重点工程 

     近年来 

     湛江凭借着良好的生态环境 

     得天独厚的森林资源走进大众视野 

如稀有的中华白海豚在雷州湾海域健康繁衍,其种群数量位居全国前列。中华白海豚在全世界仅6000多只,其中近千只聚集在雷州半岛近海。研究表明,中华白海豚是近岸海洋生态系统的旗舰物种和指示物种。 

在这里,既可以遇见美丽生灵,也可以在红树林里尽情吸氧。湛江坐拥我国红树林面积最大的国家级自然保护区,总面积有20278.8公顷,其中红树林有林面积达7228公顷,约占全国红树林总面积的33%,湛江成为名副其实的“红树林之城”。 

     北潭红树林。蓝伟强 摄 

     保护好湛江生态环境 

     保护好“湛江蓝” 

     大家一起努力! 

内容来源:湛江发布 

声明:本号对转载、分享、陈述的观点保持中立,目的仅在于传递更多信息,版权归作者所有。如涉及版权问题,请与本号后台联系,我们将尽快删除内容! 

文章编号: 9260c3266a361e1a2508eca9b19aa8cd
-----------------------------------------------------------------------------

11. 微信公众号 -  (“乡村振兴看广东”主题摄影展入展名单) 2024-09-06 广东省摄影家协会   广东省摄影家协会

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MjM5ODIyNTUzMg==&mid=2655138288&idx=1&sn=05540e6e41f3f43119ba88064c281653

  “乡村振兴看广东”主题摄影展自2024年4月面向全省公开征稿,截至8月25日共有1549人投稿,投稿数量13185件,是近期赛事投稿量之最。在此衷心感谢广大摄影人对广东乡村振兴事业及本次征稿活动的关注与大力支持!“乡村振兴看广东”主题摄影展拟于9月23日在广东省档案馆展出,为更好地呈现我省乡村振兴辉煌成果,经评审组决定,将原本征集入选作品120件(含高校组),增至182件(含高校组),均按照征稿规则发放稿费及获奖证书。 

  请作者于2024年9月9日前将入展作品电子文件命名为“序号-奖项-组别-作者姓名-作品标题”(电子文件短边建议3000像素或以上,组照(含长期关注单元)无需拼合,上传到电子邮箱:webmaster@gdphoto.cn,请配合支持作品调底工作(邮件标题请注明“乡村振兴看广东”入展作品)。 

     序号 

     奖项 

     组别 

     姓名 

     作品标题 

     作者地区 

     1 

     入展作品 

     非高校组 

     梁发期 

     驻村干部忙采笋 

     云浮 

     2 

     入展作品 

     非高校组 

     罗新胜 

     耕作如绘 

     东莞 

     3 

     入展作品 

     非高校组 

     沈连清 

     农耕无人机 

     清远 

     4 

     入展作品 

     非高校组 

     陈玉石 

     村里的剑麻加工厂 

     佛山 

     5 

     入展作品 

     非高校组 

     谭远怀 

     世界鳗业看中国·中国鳗业看广东 

     江门 

     6 

     入展作品 

     非高校组 

     何小康 

     助农主播 

     梅州 

     7 

     入展作品 

     非高校组 

     张国安 

     在收获季节里 

     湛江 

     8 

     入展作品 

     非高校组 

     林海涛 

     肇庆“观星农业”数字化渔业新农景 

     肇庆 

     9 

     入展作品 

     非高校组 

     吴绍霖 

     渔光魅影 

     江门 

     10 

     入展作品 

     非高校组 

     伍世锋 

     乡镇企业——藤椅厂车间 

     肇庆 

     11 

     入展作品 

     非高校组 

     梁晓琪 

     丰收的喜悦 

     佛山 

     12 

     入展作品 

     非高校组 
